,id,name,metacritic,released_year,platforms,developers,genres,publishers
180204,27984,Super Mario Maker,80.0,2015,"Nintendo 3DS, Wii U",Nintendo,Platformer,Nintendo
180332,27997,Pokkén Tournament,76.0,2016,Wii U,Bandai Namco Entertainment,Fighting,Nintendo
180343,27998,Fire Emblem Fates: Revelation,88.0,2016,Nintendo 3DS,Intelligent Systems,"RPG, Strategy",Nintendo
180363,28,Red Dead Redemption 2,96.0,2018,"PC, Xbox One, PlayStation 4",Rockstar Games,"Action, Adventure",Rockstar Games
180431,28007,Kirby: Planet Robobot,81.0,2016,Nintendo 3DS,HAL Laboratory,Platformer,Nintendo
180563,2802,Randal's Monday,57.0,2014,"iOS, PC, macOS, PlayStation 4","Daedalic Entertainment, Nexus Game Studios, Nexus Game Studio","Adventure, Indie, Puzzle",Daedalic Entertainment
180596,28023,Ever Oasis,78.0,2017,Nintendo 3DS,Grezzo,"Action, RPG",Nintendo
180606,28024,Splatoon 2,84.0,2017,Nintendo Switch,Nintendo,"Action, Shooter",Nintendo
180627,28026,Super Mario Odyssey,97.0,2017,Nintendo Switch,Nintendo,"Arcade, Platformer",Nintendo
180757,28039,Minecraft: Story Mode - Season Two,70.0,2017,"macOS, PC, iOS, Android, PlayStation 4, Xbox One, Xbox 360, Nintendo Switch",Telltale Games,"Action, Adventure",Telltale Games
180768,28040,The Swords of Ditto,74.0,2018,"iOS, Android, PC, Nintendo Switch, Linux, macOS, PlayStation 4","Devolver Digital, Devolver, onebitbeyond","Action, Adventure, RPG, Indie",Devolver Digital
180867,2805,Street Fighter V,74.0,2016,"PC, PlayStation 4","Capcom, Capcom U.S.A","Action, Fighting",Capcom
180987,280620,Lone Echo,89.0,2017,PC,Ready At Dawn,"Action, Adventure, Simulation",Oculus Studios
181181,28082,The End Is Nigh,83.0,2017,"macOS, PC, PlayStation 4, Nintendo Switch","Nicalis, Edmund McMillen, Tyler Glaiel","Action, Adventure, Indie","Nicalis, Edmund McMillen, Tyler Glaiel"
181192,28083,LEGO Marvel Super Heroes 2,74.0,2017,"PC, macOS, PlayStation 4, Xbox One, Nintendo Switch","Feral Interactive, Warner Bros. Interactive, Traveller's Tales","Action, Adventure","Feral Interactive, Warner Bros. Interactive"
181246,28089,Strange Brigade,72.0,2018,"PC, PlayStation 4, Xbox One",Rebellion,"Action, Adventure, Puzzle",Rebellion
181351,2810,Rico,60.0,2019,"Nintendo Switch, PC, PlayStation 4, Xbox One","Rising Star Games, Ground Shatter","Action, Shooter","Rising Star Games, Ground Shatter"
181454,28110,Vampyr,70.0,2018,"PlayStation 4, Nintendo Switch, PC, Xbox One","DONTNOD Entertainment, Focus Home Interactive, Saber Interactive, DONTNOD","Action, RPG",Focus Home Interactive
181560,2812,The Escapists: The Walking Dead,66.0,2015,"Linux, PC, macOS, Xbox One, PlayStation 4",Team17 Digital,"Action, Adventure, RPG, Strategy, Indie, Puzzle",Team17 Digital
181570,28121,Slay the Spire,87.0,2019,"iOS, Linux, PC, Xbox One, macOS, Nintendo Switch, PlayStation 4","Humble Bundle, Mega Crit Games, Mega Crit","RPG, Strategy, Card, Indie","Humble Bundle, Mega Crit Games"
181619,28126,FIFA 18,79.0,2017,"PC, Nintendo Switch, PlayStation 4, Xbox One","Electronic Arts, Electronic Arts Canada",Sports,Electronic Arts
181827,28148,Battlefield 1: In The Name Of The Tsar,82.0,2017,"PlayStation 4, Xbox One, PC",Electronic Arts DICE,"Action, Shooter",Electronic Arts
181843,28150,Anthem,59.0,2019,"PC, Xbox One, PlayStation 4","Electronic Arts, BioWare","Action, Shooter, Adventure, RPG",Electronic Arts
181865,28152,Star Wars: Battlefront II (2017),74.0,2017,"PC, PlayStation 4, Xbox One",Electronic Arts DICE,"Action, Shooter, Adventure",Electronic Arts
181876,28153,Assassin's Creed Origins,81.0,2017,"PC, Xbox One, PlayStation 4","Ubisoft, Ubisoft Montreal","Action, RPG",Ubisoft Entertainment
181886,28154,Cuphead,87.0,2017,"PlayStation 4, Nintendo Switch, PC, Xbox One","StudioMDHR Entertainment, Studio MDHR","Action, Indie, Platformer","StudioMDHR Entertainment, Studio MDHR"
181903,28156,Tacoma,78.0,2017,"macOS, Linux, PC, PlayStation 4, Xbox One",Fullbright,"Adventure, Indie",The Fullbright Company
181911,28157,Dog Duty,48.0,2020,"Nintendo Switch, PC, PlayStation 4, Xbox One",Zanardi and Liza,"Action, Shooter, Strategy, Indie",Zanardi and Liza
182060,28172,Kingdom Come: Deliverance,71.0,2018,"PC, Xbox One, PlayStation 4","Deep Silver, Warhorse Studios","Action, Adventure, RPG",Warhorse Studios
182131,28179,SEGA Mega Drive and Genesis Classics,76.0,2010,"PC, PlayStation 4",d3t,"Action, RPG",SEGA
182175,281848,The Amazing Spider-Man (2012),64.0,2012,"PS Vita, Wii U, iOS, Android, Wii, Nintendo 3DS, Nintendo DS, Xbox 360, PlayStation 3, PC","Beenox, Mercenary Technology, Gameloft, Other Ocean Interactive","Action, Adventure",Activison
182193,281865,Naruto: Ultimate Ninja Heroes,70.0,2007,PSP,CyberConnect2 Co.,"Action, Fighting",Bandai Namco Entertainment
182194,281866,Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,64.0,2008,PSP,CyberConnect2 Co.,"Action, Fighting",Bandai Namco Entertainment
182230,2819,Firewatch,81.0,2016,"Xbox One, macOS, PC, Linux, PlayStation 4, Nintendo Switch",Campo Santo,"Adventure, Simulation, Indie","Campo Santo, Panic"
182282,28195,Wargroove,83.0,2019,"PC, PlayStation 4, Xbox One, Nintendo Switch",Chucklefish,"Strategy, Indie",Chucklefish
182309,28198,Shin Megami Tensei: Strange Journey Redux,80.0,2018,Nintendo 3DS,"Atlus, Lancarse",RPG,"Deep Silver, Atlus"
182319,28199,Ori and the Will of the Wisps,91.0,2020,"PC, Nintendo Switch, Xbox Series S/X, Xbox One",Moon Studios,"Action, Adventure, Platformer","Microsoft Studios, Xbox Game Studios"
182330,2820,Pneuma: Breath of Life,63.0,2015,"PC, Xbox One, PlayStation 4","Deco Digital, Bevel Studios","Adventure, Indie, Puzzle","Deco Digital & Bevel Studios, Deco Digital"
182340,28201,Metro Exodus,81.0,2019,"PlayStation 4, PC, Xbox One",4A Games,"Action, Shooter",Deep Silver
182351,28202,Wolfenstein 2: The New Colossus,86.0,2017,"PC, Nintendo Switch, PlayStation 4, Xbox One","Bethesda Softworks, Machine Games","Action, Shooter",Bethesda Softworks
182362,28203,Forza Motorsport 7,84.0,2017,"Xbox One, PC",Turn 10 Studios,"Simulation, Racing",Microsoft Studios
182532,2822,Lovers in a Dangerous Spacetime,80.0,2015,"Linux, macOS, PC, Xbox One, Nintendo Switch, PlayStation 4",Asteroid Base,"Action, Shooter, Simulation, Indie",Asteroid Base
182553,28222,skate.,86.0,2010,"Xbox One, Xbox 360, PlayStation 3",Electronic Arts Vancouver,Sports,Electronic Arts
182573,28224,Burnout 3: Takedown,94.0,2004,"PlayStation 2, Xbox 360, Xbox",Criterion Games,"Racing, Arcade",Electronic Arts
182943,28261,Serious Sam HD:  The First Encounter,68.0,2009,"PC, Xbox 360",Croteam,"Action, Shooter, Indie","Devolver Digital, Majesco Entertainment"
183126,2828,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,80.0,2016,"PC, PlayStation 4, Xbox One","BANDAI NAMCO Entertainment America, CyberConnect2 Co.",Fighting,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment US, BANDAI NAMCO Entertainment America"
183140,282811,Naruto Shippuden: Legends: Akatsuki Rising,60.0,2009,PSP,Bandai Namco Entertainment,"Action, Adventure, Fighting",Bandai Namco Entertainment
183152,282825,"Pokémon Sword, Shield",80.0,2019,Nintendo Switch,Game Freak,"Adventure, RPG",Nintendo
183153,282827,Spider-Man 2 (The Video Game),42.0,2004,PC,The Fizz Factor,"Action, Adventure",Activision Blizzard
183154,282828,STEINS;GATE 0,81.0,2015,"Nintendo Switch, PlayStation 3, PS Vita, PlayStation 4, PC","Nitroplus, 5pb.",Adventure,5pb.
183155,282831,Inazuma Eleven 2 Blizzard,74.0,2012,Nintendo DS,Level 5,"Action, RPG, Strategy, Sports","Nintendo, Level-5"
183158,282834,Inmost,77.0,2020,"PC, iOS, Nintendo Switch, macOS",Hidden Layer Games,"Adventure, Indie, Platformer",Chucklefish
183163,28284,Tenchu Z,56.0,2006,Xbox 360,K2,"Action, Adventure","Microsoft Studios, From Software"
183251,28292,Eternal Sonata,80.0,2007,"PlayStation 3, Xbox 360",tri-Crescendo,RPG,"Bandai Namco Entertainment, Namco"
183319,283,Suikoden IV,63.0,2004,"PlayStation 3, PlayStation 2",Konami Digital Entertainment,RPG,Konami
183320,2830,Unravel,78.0,2016,"PC, Nintendo Switch, Xbox One, PlayStation 4, Xbox 360","Electronic Arts, Coldwood Interactive","Action, Adventure, Arcade, Puzzle, Platformer",Electronic Arts
183543,28323,Ice Age 3 Dawn of the Dinosaurs,59.0,2009,"PlayStation 3, Wii, PlayStation 2, PC, Xbox 360",Eurocom Entertainment Software,"Action, Adventure, Arcade, Platformer",Activision Blizzard
183586,28328,SEGA Rally,75.0,2007,"PC, PlayStation 3, PSP, Xbox 360",SEGA,"Action, Racing, Arcade",SEGA
183592,28329,Fuzion Frenzy,70.0,2001,"Xbox One, Xbox",Blitz Games,"Sports, Family","Microsoft Studios, Xbox Game Studios"
183810,28354,DW:GUNDAM,58.0,2007,"PlayStation 3, Xbox 360","Omega Force, KOEI","Action, Adventure","Bandai Namco Entertainment, KOEI Co."
183972,2837,Albedo: Eyes From Outer Space,66.0,2015,"PC, macOS, Xbox One, PlayStation 4","Merge Games, Z4G0 and Ivan Venturi Productions","Action, Adventure, Indie",Merge Games
184074,2838,Chariot,76.0,2014,"Android, PC, Xbox One, Wii U, PlayStation 3, PlayStation 4","Anuman Interactive, Frima Studio","Action, Adventure, Indie","Microids Indie, Frima Studio"
184102,28383,Boom Boom Rocket,69.0,2007,Xbox 360,Bizarre Creations,"Action, Adventure",Electronic Arts
184134,28386,Halo: Combat Evolved Anniversary,80.0,2011,"PC, Xbox One, Xbox 360",343 Industries,Shooter,Microsoft Studios
184224,28395,Metro: Last Light,81.0,2013,"PC, PlayStation 3, Xbox 360",4A Games,"Action, Shooter",Deep Silver
184235,283965,Sonic The Hedgehog (2006),44.0,2006,"PlayStation 3, Xbox 360","SEGA, Sonic Team",Platformer,SEGA
184238,283968,Super Street Fighter IV: 3D Edition,89.0,2011,Nintendo 3DS,Capcom,Fighting,Capcom
184241,283970,Final Fantasy X-2,85.0,2003,"PS Vita, PlayStation 3, PlayStation 2",Square,RPG,"Square Enix, Square"
184242,283972,Mobile Suit Gundam: Journey to Jaburo,58.0,2001,PlayStation 2,Bandai,Action,Bandai
184260,28399,Perfect Dark Zero,81.0,2010,Xbox 360,Rare,"Action, Shooter",Microsoft Studios
184271,284,Torment: Tides of Numenera,81.0,2017,"Linux, PC, macOS, PlayStation 4, Xbox One",Techland,"Adventure, RPG, Strategy, Indie","Techland Publishing, inXile Entertainment"
184361,284091,Blood Wake,71.0,2001,Xbox,Stormfront Studios,Action,Microsoft Studios
184404,28414,FIFA 12,85.0,2011,"PlayStation 3, PC, iOS, PlayStation 2, Xbox 360","Electronic Arts Canada, HB Studios",Sports,Electronic Arts
184587,28435,Forza Horizon 2 Presents Fast & Furious,61.0,2015,"Xbox 360, Xbox One","Sumo Digital, Playground Games","Action, Racing",Microsoft Studios
184717,28448,Halo: Combat Evolved,90.0,2001,"PC, macOS, Xbox",Gearbox Software,"Action, Shooter, Adventure",Microsoft Studios
184734,2845,Crypt of the NecroDancer,87.0,2015,"iOS, Linux, PC, macOS, Xbox One, Nintendo Switch, PlayStation 4, PS Vita",Brace Yourself Games,"Action, RPG, Indie","Klei Entertainment, Brace Yourself Games"
184773,28454,The Witcher 2: Assassins of Kings,88.0,2011,"Xbox One, PC, Xbox 360",CD PROJEKT RED,RPG,"CD PROJEKT RED, Atari"
184833,28460,Forza Motorsport 4,91.0,2011,Xbox 360,Turn 10 Studios,"Simulation, Racing",Microsoft Studios
184897,284664,Streets of Rage 4,84.0,2020,"PlayStation 4, Nintendo Switch, PC, Xbox One","DotEmu, Lizardcube, Guard Crush Games","Action, Fighting, Indie",DotEmu
184946,28471,Tales of Vesperia,79.0,2008,"Xbox One, Xbox 360, PlayStation 3","Bandai Namco Entertainment, Namco Tales Studio",RPG,"Bandai Namco Entertainment, Namco"
184968,28473,Medal of Honor Airborne,78.0,2007,"PC, PlayStation 3, Xbox 360",Electronic Arts Los Angeles,"Action, Shooter",Electronic Arts
184996,284755,CHAOS;CHILD,76.0,2014,"iOS, PC, PlayStation 4, PS Vita",MAGES,"Adventure, RPG","Spike Chunsoft Co, MAGES"
185023,28478,Saints Row,81.0,2006,"Xbox One, Xbox 360",Volition,"Action, Shooter, Adventure",Koch Media
185140,2849,Sneaky Sneaky,63.0,2014,"iOS, PC, macOS",Naiad Entertainment,"Adventure, RPG, Strategy, Casual, Indie",Naiad Entertainment
185151,28492,Dead Island,74.0,2011,"PC, PlayStation 3, Xbox 360",Techland,"Action, Shooter, RPG",Deep Silver
185167,28495,Perfect Dark,97.0,2000,"Xbox One, Nintendo 64, Xbox 360","Rare, 4J Studios",Shooter,"Microsoft Studios, Rare"
185309,2851,Unmechanical,74.0,2012,"PC, iOS, Android, Linux, macOS","Teotl Studios, Talawa Games","Adventure, Casual, Indie, Puzzle","Teotl Studios, Teotl Studios Ek. for."
185360,28515,R.U.S.E.,77.0,2010,"PC, Xbox 360, PlayStation 3","Ubisoft, Eugen Systems","Strategy, Simulation",Ubisoft Entertainment
185475,28527,Fable: The Journey,61.0,2012,Xbox 360,Lionhead Studios,Action,Microsoft Studios
185528,28532,Banjo-Kazooie,92.0,1998,"Xbox One, Nintendo 64, Xbox 360","Rare, 4J Studios","Action, Adventure, Platformer","Microsoft Studios, Nintendo"
185682,28547,Battlefield: Bad Company,84.0,2008,"Xbox One, Xbox 360, PlayStation 3","Electronic Arts, Electronic Arts Digital Illusions Creative Entertainment","Action, Shooter",Electronic Arts
185711,2855,Nitroplus Blasterz: Heroines Infinite Duel,63.0,2015,"PC, PlayStation 3, PlayStation 4","XSEED JKS, Marvelous, EXAMU","Action, Arcade, Fighting","XSEED Games, Marvelous USA"
185751,28554,Burnout Revenge,89.0,2005,"Xbox One, Xbox 360, Xbox, PlayStation 2",Criterion Games,"Action, Sports",Electronic Arts
185802,28559,Dragon Age: Inquisition,86.0,2014,"PC, PlayStation 3, Xbox 360, Xbox One, PlayStation 4","BioWare, BioWare Edmonton","Action, RPG, Strategy",Electronic Arts
185863,285649,Jade Cocoon 2,76.0,2001,PlayStation 2,GENKI,RPG,"Ubisoft Entertainment, Genki"
185866,285653,Ascend: New Gods,68.0,2013,"Xbox 360, PC",Signal Studios,"Action, RPG","Microsoft Studios, Signal Studios"
185895,28568,Assassin's Creed II,89.0,2009,"PlayStation 3, macOS, Xbox One, PC, PlayStation 4, Xbox 360",Ubisoft Montreal,Action,Ubisoft Entertainment
185917,2857,Not A Hero,75.0,2015,"Android, PC, macOS, Linux, PlayStation 4, Nintendo Switch","Devolver Digital, Roll7, Roll 7","Action, Shooter, Adventure, Indie",Devolver Digital
185929,28571,Portal: Still Alive,90.0,2008,"Xbox One, PC, Xbox 360",Valve Software,"Action, Puzzle",Microsoft Studios
186019,2858,Costume Quest 2,68.0,2014,"Linux, macOS, PC, Xbox One, Wii U, PlayStation 4, PlayStation 3, Xbox 360","Double Fine Productions, Majesco Entertainment Company","Action, Adventure, RPG, Casual","Majesco Entertainment, Midnight City"
186020,28580,Dragon Age 2,81.0,2011,"PC, Xbox One, Xbox 360, PlayStation 3, macOS",BioWare,"Action, Adventure, RPG",Electronic Arts
186140,28595,Halo Wars,82.0,2010,"PC, Xbox One, Xbox 360",Ensemble Studios,Strategy,Microsoft Studios
186162,28597,NHL 14,80.0,2013,"PlayStation 3, Xbox 360","Electronic Arts Canada, Electronic Arts Sports",Sports,"Electronic Arts, EA SPORTS"
186243,28608,Fable II,89.0,2008,"Xbox One, Xbox 360",Lionhead Studios,"Action, Adventure, RPG",Microsoft Studios
186311,28615,Gears of War,90.0,2006,"Xbox One, PC, Xbox 360","Epic Games, People Can Fly","Action, Shooter",Microsoft Studios
186352,28619,Gears of War 2,93.0,2008,"Xbox One, Xbox 360",Epic Games,Shooter,Microsoft Studios
186392,28623,Batman: Arkham City,94.0,2011,"macOS, Wii U, PlayStation 4, PlayStation 3, Xbox One, PC, Xbox 360","Warner Bros. Interactive, Rocksteady Studios","Action, Adventure, Platformer",Warner Bros. Interactive
186431,28627,Halo 4,86.0,2012,"Xbox One, Xbox 360, PC","343 Industries, Certain Affinity","Action, Shooter",Microsoft Studios
186442,28628,Gears of War: Judgment,79.0,2013,Xbox 360,Epic Games,Shooter,Microsoft Studios
186473,28631,Fable III,78.0,2010,"Xbox One, PC, Xbox 360",Lionhead Studios,"Action, RPG",Microsoft Studios
186482,28632,Gears of War 3,91.0,2011,"Xbox 360, Xbox One",Epic Games,Shooter,Microsoft Studios
186492,28633,Forza Horizon 2,86.0,2014,"Xbox 360, Xbox One","Sumo Digital, Playground Games",Racing,Microsoft Studios
186529,28637,Forza Horizon,85.0,2012,Xbox 360,Playground Games,Racing,Microsoft Studios
186683,286525,Silver Chains,51.0,2019,PC,Cracked Heads Games,"Adventure, Indie",Headup Games
186760,2866,LEGO Marvel's Avengers,67.0,2016,"macOS, PC, iOS, Wii U, Nintendo 3DS, Xbox One, PlayStation 4, PlayStation 3, PS Vita, Xbox 360","Feral Interactive, Warner Bros. Interactive, Traveller's Tales","Action, Adventure","Feral Interactive, Warner Bros. Interactive"
186956,28682,The Expendables 2 Videogame,36.0,2012,"PlayStation 3, PC, Xbox 360",Zootfly,"Shooter, Arcade",Ubisoft Entertainment
187092,28696,Wheelman,63.0,2009,"PC, PlayStation 3, Xbox 360","Tigon Studios, Midway Studios Newcastle, Midway Studios - Newcastle","Action, Shooter, Racing, Arcade","Midway Games, Midway Home Entertainment"
187287,28715,NHL 09,79.0,2008,"Xbox 360, PC","Electronic Arts Canada, HB Studios",Sports,Electronic Arts
187442,2873,The Witness,87.0,2016,"PC, iOS, macOS, Android, PlayStation 4, Xbox One","NVIDIA Lightspeed Studios, Number None, Thekla","Adventure, Indie, Puzzle","Number None, Thekla"
187480,287337,Evoland Legendary Edition,66.0,2019,"Linux, PC, macOS, Nintendo Switch",Shiro Games,"Action, Adventure, RPG, Arcade, Casual, Indie",Shiro Games
187516,28737,Iron Man 2,45.0,2010,"Nintendo DS, PSP, iOS, Wii, PlayStation 2, Xbox 360, PlayStation 3",SEGA Studios San Francisco,"Action, Adventure",SEGA
187588,28744,NHL 07,76.0,2006,"PC, Xbox 360",Electronic Arts Canada,Sports,Electronic Arts
187679,28757,Pure,83.0,2008,"PlayStation 3, PC, Xbox 360",Black Rock Studio,"Racing, Arcade",Disney Interactive
187711,28760,Virtua Tennis 3,80.0,2007,"PSP, PlayStation 3, PC, Xbox 360","Sumo Digital, Sega-AM3",Sports,SEGA
187836,28774,Test Drive Unlimited,79.0,2007,"PSP, PC, PlayStation 2, Xbox 360",Eden Games,"Racing, Arcade",Atari
187868,28777,Quantum of Solace,67.0,2008,"PlayStation 3, PlayStation 2, Wii, Nintendo DS, PC, Xbox 360",Treyarch,"Action, Shooter",Activision Blizzard
187878,28778,NHL 11,88.0,2010,"Xbox 360, PlayStation 3",Electronic Arts Canada,Sports,Electronic Arts
188673,288553,The Nightmare of Druaga: Fushigi no Dungeon,57.0,2004,PlayStation 2,"Chunsoft, Matrix Software, Arika",RPG,"Namco, ARIKA"
188674,288559,Blood & Truth,80.0,2019,PlayStation 4,SCEE London Studio,"Action, Shooter",Sony Interactive Entertainment
188703,288586,Atomicrops,73.0,2019,"Xbox One, Nintendo Switch, PlayStation 4, PC","Bird Bath Games, Bird Bath Game","Action, Shooter, Simulation, Indie",Raw Fury
188766,28866,NHL 08,76.0,2007,"Xbox 360, PlayStation 3, PC",Electronic Arts Canada,Sports,Electronic Arts
188768,288661,Carcassonne,63.0,2010,"Nintendo Switch, Android, iOS, macOS, PC, Nintendo DS, Xbox 360","Plug In Digital, Asmodee Digital, Frima Studio, TheCodingMonkeys","Action, Strategy, Board Games, Casual, Family","Asmodee Digital, TheCodingMonkeys"
188788,288681,Drug Dealer Simulator,59.0,2020,PC,Byterunners Game Studio,"Action, Simulation, Indie",Movie Games
188912,288796,MORDHAU,81.0,2019,PC,Triternion,"Action, Indie",Triternion
188946,28883,NHL 10,88.0,2009,"Xbox 360, PlayStation 3",Electronic Arts Canada,Sports,Electronic Arts
189019,2889,Oddworld: New 'n' Tasty,87.0,2014,"Linux, macOS, PC, Nintendo Switch, iOS, Android, Xbox One, Wii U, PS Vita, PlayStation 3, PlayStation 4","Oddworld Inhabitants, Nephilim Games, Just Add Water","Action, Adventure, Indie, Platformer",Oddworld Inhabitants
189197,2891,Red Game Without a Great Name,55.0,2015,"Linux, PC, macOS, iOS, PS Vita, Nintendo Switch",iFun4all,"Action, Arcade, Indie",iFun4all
189250,28915,Dash of Destruction,53.0,2008,Xbox 360,NinjaBee,"Action, Racing",Microsoft Game Studios
189510,2894,"Invisible, Inc.",82.0,2015,"iOS, Nintendo Switch, PC, macOS, Linux, PlayStation 4",Klei Entertainment,"Adventure, Strategy",Klei Entertainment
189511,28940,CSI-Hard Evidence,56.0,2007,"macOS, Wii, PC, Xbox 360",Telltale Games,"Action, Adventure",Ubisoft Entertainment
189616,28950,NHL 12,86.0,2011,"PlayStation 3, Xbox 360",Electronic Arts Canada,Sports,Electronic Arts
189701,28958,Wolfenstein,72.0,2009,"PlayStation 3, Xbox 360, PC","Raven Software, Endrant Studios","Action, Shooter",Activision Blizzard
189761,28964,James Bond 007: Blood Stone,63.0,2010,"PC, PlayStation 3, Xbox 360","n-Space, Bizarre Creations","Action, Shooter, Adventure, Racing, Arcade",Activision Blizzard
